ref_idx,source_type,text,theme,main_class,subgroup_code,kuusi_id
2781,example,Un bon ami vaut mieux que cent parents,H,H6,H6a,H6a-14
2782,example,An onion with a friend is a lamb trl. Egyptian,H,H6,H6a,H6a-15
2783,example,An onion with a friend is a lamb,H,H6,H6a,H6a-15
2784,example,"One enemy is too much for a man in a great post, and a hundred friends are too few",H,H6,H6a,H6a-17
2785,example,Un nemico è troppo e cento amici non bastano,H,H6,H6a,H6a-17
2786,example,A friend's frown is better than a fool's smile,H,H6,H6a,H6a-17b
2787,example,"Besser ein sauer sehender Freund, denn ein süß lachender Feind",H,H6,H6a,H6a-17b
2788,example,Hostium munera non munera (Latin),H,H6,H6a,H6a-17b
2789,example,"If you have no enemies, it is a sign that fortune has forgot you",H,H6,H6a,H6a-18
2790,example,"Wer keine Neider hat, hat auch kein Glück",H,H6,H6a,H6a-18
2791,example,"Misera fortuna, qui caret inimico (Latin)",H,H6,H6a,H6a-18
2792,example,"Defend me from my friends, from enemies I will defend myself",H,H6,H6b,H6b-10
2793,example,"Behte mich Gott vor meinen Freunden, mit den Feinden...",H,H6,H6b,H6b-10
2794,example,"Ab inimicis possum mihi ipsi cavere, ab amicis vero non (Latin)",H,H6,H6b,H6b-10
2795,example,First try then trust,H,H6,H6b,H6b-11b
2796,example,Trial makes trust,H,H6,H6b,H6b-11b
2797,example,Aus Trauen wird leicht Trauern,H,H6,H6b,H6b-11b
2798,example,Bada di chi ti fidi,H,H6,H6b,H6b-11b
2799,example,A hedge between keeps friendship green,H,H6,H6b,H6b-13
2800,example,He covers me with his wings and bites me with his bill,H,H6,H6b,H6b-16
2801,example,"Es sind nicht alle Freunde, die einen anlachen",H,H6,H6b,H6b-16
2802,example,"Tel te caresse, qui te trompe",H,H6,H6b,H6b-16
2803,example,A friend to all is a friend to none,H,H6,H6b,H6b-17
2804,example,Jedermanns Freund ist niemandes Freund,H,H6,H6b,H6b-17
2805,example,"Multus amicus, nullus amicus (Latin)",H,H6,H6b,H6b-17
2806,example,"Amigo de muchos, amigo ningun",H,H6,H6b,H6b-17
2807,example,He must rise early that would please everybody,H,H6,H6b,H6b-17b
2808,example,If you try to please all you will please none,H,H6,H6b,H6b-17b
2809,example,Man kann es nicht allen recht machen,H,H6,H6b,H6b-17b
2810,example,Durum est omnibus placere (Latin),H,H6,H6b,H6b-17b
2811,example,Non si può piacere a tutti,H,H6,H6b,H6b-17b
2812,example,Between friends all is common,H,H6,H6b,H6b-22
2813,example,Amicorum esse omnia communia (Latin),H,H6,H6b,H6b-22
2814,example,The best mirror is an old friend,H,H6,H6b,H6b-22c
2815,example,A friend is a second self,H,H6,H6b,H6b-22c
2816,example,Alter ipse amicus (Latin),H,H6,H6b,H6b-22c
2817,example,Mieux vaut ami grondeur que flatteur,H,H6,H6b,H6b-22c
2818,example,A friend in need is a friend indeed,H,H6,H6b,H6b-24
2819,example,"Many friends, few helpers",H,H6,H6b,H6b-24
2820,example,Den Freund erkennt man in der Not,H,H6,H6b,H6b-24
2821,example,"Amitié dans la peine, amitié certaine",H,H6,H6b,H6b-24
2822,example,Love should not be all on one side,H,H6,H6c,H6c-12
2823,example,Aime qui t'aime,H,H6,H6c,H6c-12
2824,example,Courtesy on one side only lasts not long,H,H6,H6c,H6c-12b
2825,example,"Courroisie qui ne vient que d'un côté, ne peut longuement durer",H,H6,H6c,H6c-12b
2826,example,Love cannot be forced,H,H6,H6c,H6c-13
2827,example,Liebe lässt sich nicht erzwingen,H,H6,H6c,H6c-13
2828,example,Amor cogi non potest (Latin),H,H6,H6c,H6c-13
2829,example,It takes two to make a quarrel,H,H6,H6c,H6c-14
2830,example,Zum Zank gehören immer zwei,H,H6,H6c,H6c-14
2831,example,Il faut être deux pour se quereller,H,H6,H6c,H6c-14
2832,example,"Quando uno no quiere, dos no contienden",H,H6,H6c,H6c-14
2833,example,A friend's dinner is soon dight,H,H6,H6c,H6c-16
2834,example,Viande d'ami est bientôt prête,H,H6,H6c,H6c-16
2835,example,En casa llena presto se guisa la cena,H,H6,H6c,H6c-16
2836,example,Broken friendships may be soldered but never sound,H,H6,H6c,H6c-18
2837,example,Alte wunden soll man nicht aufreissen,H,H6,H6c,H6c-18
2838,example,A friend is not so soon gotten as lost,H,H6,H6c,H6c-18c
2839,example,Ein Freund ist schneller verloren als gewonnen,H,H6,H6c,H6c-18c
2840,example,Amicum perdere est damnorum maximum (Latin),H,H6,H6c,H6c-18c
2841,example,A good neighbour is a precious thing,H,H6,H6d,H6d-11
2842,example,man kann nicht länger Frieden haben als der Nachbar will,H,H6,H6d,H6d-11
2843,example,"Qui a bon voisin, a bon matin",H,H6,H6d,H6d-11
2844,example,"Kauf dir kein Haus, kauf dir den Nachbarn",H,H6,H6d,H6d-12
2845,example,Nobody can live longer in peace than his neighbour pleaseth,H,H6,H6d,H6d-15
2846,example,A hedge between keeps friendship green,H,H6,H6d,H6d-20
2847,example,Good fences make good neighbours,H,H6,H6d,H6d-20
2848,example,"Liebe deinen Nachbarn, reisse aber den Zaun nicht ein",H,H6,H6d,H6d-20
2849,example,"Aimez votr voisin, mais n'abattez pas la haie",H,H6,H6d,H6d-20
2850,example,"Two is company, three is none",H,H7,H7a,H7a-10
2851,example,Amor et potestas impatiens est consortis (Latin),H,H7,H7a,H7a-10
2852,example,"Deux c'est assez, trois c'est trop",H,H7,H7a,H7a-10
2853,example,Two dogs strive for a bone and the third runs away with it,H,H7,H7a,H7a-12
2854,example,"Wenn zwei sich zanken, freut sich der Dritte",H,H7,H7a,H7a-12
2855,example,Duobus litigantibus tertius gaudet (Latin),H,H7,H7a,H7a-12
2856,example,"When thieves fall out, honest men get their own",H,H7,H7a,H7a-14
2857,example,Hard with hard makes not the stone wall,H,H7,H7a,H7a-15
2858,example,Harter Stein auf harter Stein gibt keine Mauer,H,H7,H7a,H7a-15
2859,example,Durum durum destruit (Latin),H,H7,H7a,H7a-15
2860,example,Nemo potest digne dominis servire duobus (Latin),H,H7,H7a,H7a-17
2861,example,Nemo potest digne dominis servire duobus,H,H7,H7a,H7a-17
2862,example,Between the hammer and the anvil,H,H7,H7a,H7a-20
2863,example,Between the devil and the deep blue sea,H,H7,H7a,H7a-20
2864,example,zwischen Amboss und Hammer,H,H7,H7a,H7a-20
2865,example,zwischen Baum und Borke,H,H7,H7a,H7a-20
2866,example,essere tra l'inducine y el martillo,H,H7,H7a,H7a-20
2867,example,Don't go between the tree and the bark,H,H7,H7a,H7a-21
2868,example,Den Finger zwischen Holz und Rinde stecken,H,H7,H7a,H7a-21
2869,example,Inter pontem et fontem (Latin),H,H7,H7a,H7a-21
2870,example,All who take the sword die by the sword,H,H7,H7b,H7b-12
2871,example,"Qui gladio ferit, gladio perit (Latin)",H,H7,H7b,H7b-12
2872,example,"Harm watch, harm catch",H,H7,H7b,H7b-13
2873,example,He that scatters thorns must not go barefoot,H,H7,H7b,H7b-13
2874,example,"Wer Dornen sät, geht nicht barfuss",H,H7,H7b,H7b-13
2875,example,"Qui amat periculum, peribit im illo (Latin)",H,H7,H7b,H7b-13
2876,example,Querrelsome dogs get dirty coats,H,H7,H7b,H7b-16
2877,example,Böse Hunde haben zerrissenes Fell,H,H7,H7b,H7b-16
2878,example,"Canis qui mordet, mordetur (Latin)",H,H7,H7b,H7b-16
2879,example,Tit for tat,H,H7,H7b,H7b-21c
2880,example,There must be two at least to a quarrel,H,H7,H7b,H7b-24
2881,example,A stick has two ends trl. Persian,H,H7,H7b,H7b-25
2882,example,A stick has two ends,H,H7,H7b,H7b-25
2883,example,People who live in glass houses should not throw stones,H,H7,H7b,H7b-27
2884,example,"He is not laughed at, who laughs at himself first",H,H7,H7b,H7b-27
2885,example,"Be not a baker, if your head be of butter",H,H7,H7b,H7b-27
2886,example,"If your head is vax, don't walk in the sun",H,H7,H7b,H7b-27
2887,example,Judge not lest ye be judged,H,H7,H7b,H7b-32
2888,example,"Richtet nicht, auf dass ihr nicht gerichtet werdet",H,H7,H7b,H7b-32
2889,example,A joke never gains an enemy but often loses a friend,H,H7,H7b,H7b-32c
2890,example,Amicum laedere ne joco quidem licet (Latin),H,H7,H7b,H7b-32c
2891,example,He who spits towards the sky gets it back into his own face,H,H7,H7b,H7b-33
2892,example,Envy never dies,H,H7,H7c,H7c-10
2893,example,The envious vill die but envy is immortal,H,H7,H7c,H7c-10
2894,example,Invidia immortale peccatum (Latin),H,H7,H7c,H7c-10
2895,example,Envious heart fretteth itself,H,H7,H7c,H7c-11
2896,example,"Rost frißt das Eisen, den Menschen zerfrißt der Neid",H,H7,H7c,H7c-11
2897,example,Things most excellent are ever most envied,H,H7,H7c,H7c-13
2898,example,Glück bringt Neider,H,H7,H7c,H7c-13
2899,example,Invidia gloriae comes (Latin),H,H7,H7c,H7c-13
2900,example,Envy is its own torturer,H,H7,H7c,H7c-14
2901,example,Neid tut sich selbst leid,H,H7,H7c,H7c-14
2902,example,L'envieux ronge les envieux,H,H7,H7c,H7c-14
2903,example,L'invidia rode se stessa,H,H7,H7c,H7c-14
2904,example,Don't hit a man when he is down,H,H7,H7c,H7c-19
2905,example,"When the ox falls, there are many that will help to kill him",H,H7,H7c,H7c-19
2906,example,Den Liegenden schlägt man nicht,H,H7,H7c,H7c-19
2907,example,In misero facile fit potens iniuria (Latin),H,H7,H7c,H7c-19
2908,example,A fair wife and a frontier castle breed quarrels,H,H7,H7c,H7c-20b
2909,example,"qui a belle femme et château en frontière, jamais ne lui manque débat ni guerre",H,H7,H7c,H7c-20b
2910,example,One beggar grieves that another goes by the gate,H,H7,H7c,H7c-21
2911,example,"Neidhard ärgert sich, dass die Sonne ins Wasser scheint",H,H7,H7c,H7c-21
2912,example,Iron sharpen iron,H,H7,H7d,H7d-14b
2913,example,Eisen wetzt Eisen,H,H7,H7d,H7d-14b
2914,example,Ferrum ferro acuitur (Latin),H,H7,H7d,H7d-14b
2915,example,Un couteau aiguise l'autre,H,H7,H7d,H7d-14b
2916,example,Un coltello aguzza l'altro,H,H7,H7d,H7d-14b
2917,example,Even birds in a nest quarrel trl.Maltese,H,H7,H7d,H7d-16
2918,example,Even birds in a nest quarrel,H,H7,H7d,H7d-16
2919,example,A stick is soon found to beat a dog with,H,H7,H7e,H7e-10
2920,example,Give a dog an ill name and hang him,H,H7,H7e,H7e-10
2921,example,"Man findet bald einen Stecken, wenn man einen Hund schlagen will",H,H7,H7e,H7e-10
2922,example,Tosto si trova il bastone per dare al cane,H,H7,H7e,H7e-10
2923,example,Barking dogs seldom bite,H,H7,H7e,H7e-11
2924,example,Bellende Hunde beissen nicht,H,H7,H7e,H7e-11
2925,example,Chien qui aboie ne morde pas,H,H7,H7e,H7e-11
2926,example,Covardly dogs bark much,H,H7,H7e,H7e-15
2927,example,He threatens who is afraid,H,H7,H7e,H7e-15
2928,example,Furchtsame Hunde bellen viel,H,H7,H7e,H7e-15
2929,example,"Mal ladra el perro, quando ladra de miedo",H,H7,H7e,H7e-15
2930,example,All are not thieves that dogs bark at,H,H7,H7e,H7e-18
2931,example,"Es sind nicht alle Diebe, die der Hund anbellt",H,H7,H7e,H7e-18
2932,example,Let people talk and dogs bite,H,H7,H7e,H7e-19
2933,example,La lune est à l'abri des loups,H,H7,H7e,H7e-19
2934,example,Cane abbaia e bue pasce,H,H7,H7e,H7e-19
2935,example,The dogs bark but the caravan goes on,H,H7,H7e,H7e-21
2936,example,The moon does not care for the barking of dogs,H,H7,H7e,H7e-21
2937,example,Lass' die Leute reden und die Hunde bellen,H,H7,H7e,H7e-21
2938,example,El perro ladra y la caravana pasa,H,H7,H7e,H7e-21
2939,example,A threatened blow is seldom given,H,H7,H7f,H7f-10
2940,example,"Wer lange droht, macht dich nicht tot",H,H7,H7f,H7f-10
2941,example,"Qui magna cum minaris, estricas nihil (Latin)",H,H7,H7f,H7f-10
2942,example,"Quien amaga y no da, miedo ha",H,H7,H7f,H7f-10
2943,example,"See all, say nothing, hold yourself content",H,H7,H7g,H7g-09
2944,example,To master one's self is the greatest mastery,H,H7,H7g,H7g-11
2945,example,Imperare sibi maximum imperium est (Latin),H,H7,H7g,H7g-11
2946,example,Cats hide their claws,H,H7,H7g,H7g-17
2947,example,Gardez-vous des gens qui font patte de velours,H,H7,H7g,H7g-17
2948,example,Once you have put your hand to the plough there is no turning back,H,H7,H7g,H7g-19
2949,example,Einen angefangenen Tanz muß man auch austanzen,H,H7,H7g,H7g-19
2950,example,"Entrando en el baile, bailar te cale",H,H7,H7g,H7g-19
2951,example,If you make a jest you must take a jest,H,H7,H7g,H7g-20
2952,example,"Wer Scherz ausgibt, muss Scherz einnehmen",H,H7,H7g,H7g-20
2953,example,"Qui en jeu entre, jeu consente",H,H7,H7g,H7g-20
2954,example,"Chi scherza con altrui, non si sdegni se altri scherza con lui",H,H7,H7g,H7g-20
2955,example,Many do kiss the hand they wish to see cut off,H,H7,H7h,H7h-12
2956,example,"Mancher küßt die Hand, die er abhauen möchte",H,H7,H7h,H7h-12
2957,example,"Multi manum palpant, quam amputatam vellent (Latin)",H,H7,H7h,H7h-12
2958,example,V'è chi bacia tal mano che vorrebbe veder mozza,H,H7,H7h,H7h-12
2959,example,Don't cast dirt into that fountain of which you have sometime to drink,H,H7,H7h,H7h-16
2960,example,Gentleness achieves more than violence,H,H7,H7h,H7h-19
2961,example,Mit Freundlichkeit erreicht man mehr als mit Strenge,H,H7,H7h,H7h-19
2962,example,Plus fait douceur que violence,H,H7,H7h,H7h-19
2963,example,Frightening of a bird is not the way to catch it,H,H7,H7h,H7h-20
2964,example,"Wer Vögel fangen will, muss nicht mit Knütteln dreinwerfen",H,H7,H7h,H7h-20
2965,example,On ne prend pas les oiseaux à la tartarelle,H,H7,H7h,H7h-20
2966,example,L'uccello si adesca col canto,H,H7,H7h,H7h-20
2967,example,A drop of honey catches more flies than a gallon of gall,H,H7,H7h,H7h-21
2968,example,All doors open to courtesy,H,H7,H7h,H7h-21
2969,example,"tout par amour, rien par force",H,H7,H7h,H7h-21
2970,example,"Ill-deem'd, half-hanged",H,H7,H7i,H7i-10
2971,example,Das Gerücht tötet den Mann,H,H7,H7i,H7i-10
2972,example,Fama necat virum (Latin),H,H7,H7i,H7i-10
2973,example,He that cannot beat the horse beats the saddle,H,H7,H7i,H7i-15
2974,example,"Den Sack schlägt man, den Esel meint man",H,H7,H7i,H7i-15
2975,example,"Qui asinum non potest, stratum caedit (Latin)",H,H7,H7i,H7i-15
2976,example,Battre le chien devant le lion,H,H7,H7i,H7i-15
2977,example,Beat the dog before the lion,H,H7,H7i,H7i-17
2978,example,Man schlägt auf dem sack und meint den Müller,H,H7,H7i,H7i-17
2979,example,Coram leone canis castigatur (Latin),H,H7,H7i,H7i-17
2980,example,"Tante volte si tira al cane, per fare insulto al padrone",H,H7,H7i,H7i-17
2981,example,You aim at magpies but shoot at crows trl. Finnish,H,H7,H7i,H7i-19
2982,example,You aim at magpies but shoot at crows,H,H7,H7i,H7i-19
2983,example,Life is a struggle,H,H7,H7j,H7j-10
2984,example,Leben heißt Streben,H,H7,H7j,H7j-10
2985,example,Militia est vita hominis (Latin),H,H7,H7j,H7j-10
2986,example,"If you want peace, prepare for war",H,H7,H7j,H7j-16
2987,example,"Willst du den Frieden, rüste zum Krieg",H,H7,H7j,H7j-16
2988,example,"Si vis pacem, para bellum (Latin)",H,H7,H7j,H7j-16
2989,example,One sword drawn keeps another in the scabbard,H,H7,H7j,H7j-17
2990,example,Ein Schwert hält das andere in der Scheide,H,H7,H7j,H7j-17
2991,example,Una spada tien l'altra nel fodero,H,H7,H7j,H7j-17
2992,example,Better an egg in peace than an ox in war,H,H7,H7k,H7k-14
2993,example,Besser ein Ei in Frieden als ein Ochs im Kriege,H,H7,H7k,H7k-14
2994,example,A bad compromise is better than a good lawsuit,H,H7,H7k,H7k-15
2995,example,ein schlechter Friede ist besser als ein gerechter Krieg,H,H7,H7k,H7k-15
2996,example,"melior tutiorque est certa pax, quam sperata victoria (Latin)",H,H7,H7k,H7k-15
2997,example,Better an egg in peace than an ox in war,H,H7,H7k,H7k-17
2998,example,Besser ein Ei in Frieden als ein Ochs im Kriege,H,H7,H7k,H7k-17
2999,example,Anger is misery trl.Kikuyu,H,H7,H7k,H7k-19
3000,example,Afr.,H,H7,H7k,H7k-19
3001,example,Anger is misery,H,H7,H7k,H7k-19
3002,example,War is death's feast,H,H7,H7k,H7k-21
3003,example,War is the statesman's game,H,H7,H7k,H7k-21
3004,example,Der Krieg macht einen reich und zehn arm,H,H7,H7k,H7k-21
3005,example,Nulla salus bello (Latin),H,H7,H7k,H7k-21
3006,example,"La guerre engendre pauvreté / Wojna jednego zbogaci, a sto ich zubozy(Polish)",H,H7,H7k,H7k-21
3007,example,Ill comes upon war's back,H,H7,H7k,H7k-23
3008,example,There is no benefit in war,H,H7,H7k,H7k-23
3009,example,Der Krieg macht einen reich und zehn arm,H,H7,H7k,H7k-23
3010,example,Nulla salus bello (Latin),H,H7,H7k,H7k-23
3011,example,Dove è guerra non fu mai dovizia,H,H7,H7k,H7k-23
3012,example,Fire is not quenched by fire,H,H7,H7k,H7k-28
3013,example,Ignis non extinguitur igni (Latin),H,H7,H7k,H7k-28
3014,example,Opposite: Fight fire with fire,H,H7,H7k,H7k-28
3015,example,"For ill do well, then fear no hell",H,H7,H7k,H7k-29
3016,example,Repay good for evil,H,H7,H7k,H7k-29
3017,example,Forgive and forget,H,H7,H7k,H7k-29
3018,example,Böses mit Gutem vergelten,H,H7,H7k,H7k-29
3019,example,Rendre le bien pour le mal / Devolver bien por mal,H,H7,H7k,H7k-29
3020,example,"When a man grows angry, his reason rides out",H,H7,H7l,H7l-10
3021,example,"When angry, count to ten",H,H7,H7l,H7l-10
3022,example,Zorn macht blind,H,H7,H7l,H7l-10
3023,example,Ira è breve furor,H,H7,H7l,H7l-10
3024,example,La colère est mauvaise conseillére,H,H7,H7l,H7l-10
3025,example,Hate is always picking a quarrel,H,H7,H7l,H7l-12
3026,example,Hass erregt Hader,H,H7,H7l,H7l-12
3027,example,La hainen excite des querelles,H,H7,H7l,H7l-12
3028,example,El odio despierta rencillas,H,H7,H7l,H7l-12
3029,example,L'odio muove contese,H,H7,H7l,H7l-12
3030,example,One can't make war with rose water,H,H7,H7l,H7l-14
3031,example,"Where the red goat was lying, the grass does not grow for forty years =riddle: war, forest fire trl. Turkish",H,H7,H7l,H7l-17
3032,example,"Where the red goat was lying, the grass does not grow for forty years =riddle: war, forest fire",H,H7,H7l,H7l-17
3033,example,Beware the fury of a patient man,H,H7,H7m,H7m-11c
3034,example,Verletzte Geduld wird zur Wut,H,H7,H7m,H7m-11c
3035,example,"Pazienta spinta all'estremo, furia diventa",H,H7,H7m,H7m-11c
3036,example,Vengeance does not spoil with keeping,H,H7,H7m,H7m-15
3037,example,Rache muß kalt genossen werden,H,H7,H7m,H7m-15
3038,example,La vengeance est un plat qui se mange froid,H,H7,H7m,H7m-15
3039,example,La vendetta è una meta e bisogna mangiare a freddo,H,H7,H7m,H7m-15
3040,example,Offenders never pardon,H,H7,H7m,H7m-19
3041,example,Quos laeserunt et oderunt (Latin),H,H7,H7m,H7m-19
3042,example,"Qui vous a offensé, ne vous le pardonne jamais",H,H7,H7m,H7m-19
3043,example,Chi offende non perdona,H,H7,H7m,H7m-19
3044,example,"Eye for eye, tooth for tooth",H,H7,H7m,H7m-20
3045,example,Tit fot tat,H,H7,H7m,H7m-20
3046,example,What goes around comes around,H,H7,H7m,H7m-20
3047,example,Oculum pro oculo et dentem pro dente,H,H7,H7m,H7m-20
3048,example,Alte Wunden soll man nicht aufreissen,H,H7,H7m,H7m-22
3049,example,Do not let sunset find you still nursing your anger,H,H7,H7m,H7m-27
3050,example,Lasset die Sonne nicht über eurem Zorne untergehen,H,H7,H7m,H7m-27
3051,example,Il ne faut jamais se coucher sur sa colère,H,H7,H7m,H7m-27
3052,example,The noblest vengeance is to forgive,H,H7,H7m,H7m-28
3053,example,Two wrongs don't make a right,H,H7,H7m,H7m-28b
3054,example,Two blacks don't make a white,H,H7,H7m,H7m-29
3055,example,One wrong does not justify another,H,H7,H7m,H7m-29
3056,example,Böses wird nicht mit Bösem überwunden,H,H7,H7m,H7m-29
3057,example,Iniuria non excusat iniuriam (Latin),H,H7,H7m,H7m-29
3058,example,One does not wash away blood with blood,H,H7,H7m,H7m-30
3059,example,For a fleeing enemy make a silver bridge,H,H7,H7m,H7m-31
3060,example,Dem fliehenden Feind baue goldene Brücken,H,H7,H7m,H7m-31
3061,example,Il faut un pont d'or à l'ennemi qui fuit,H,H7,H7m,H7m-31
3062,example,To add oil to the fire,H,H7,H7m,H7m-33
3063,example,Öl ins Feuer gießen,H,H7,H7m,H7m-33
3064,example,Oleum camino addere (Latin),H,H7,H7m,H7m-33
3065,example,Echar leña al fuego,H,H7,H7m,H7m-33
3066,example,The tongue kills man and the tongue saves man trl.Oji,J,J1,J1a,J1a-11
3067,example,Afr.,J,J1,J1a,J1a-11
3068,example,The tongue kills man and the tongue saves man,J,J1,J1a,J1a-11
3069,example,Opinion governs all,J,J1,J1a,J1a-11b
3070,example,Opinio veritate maior (Latin),J,J1,J1a,J1a-11b
3071,example,L'opinion est la reine du monde,J,J1,J1a,J1a-11b
3072,example,Opinione è regina del mondo,J,J1,J1a,J1a-11b
3073,example,A word in time saves nine,J,J1,J1a,J1a-14
3074,example,Better one word in time than two after,J,J1,J1a,J1a-14
3075,example,Ein rechtes Wort am rechten Ort,J,J1,J1a,J1a-14
3076,example,That which cometh from the heart will go to the heart,J,J1,J1a,J1a-15
3077,example,"Was vom Herzen kommt, das geht zu Herzen",J,J1,J1a,J1a-15
3078,example,Ce qui vient du cœur va au cœur,J,J1,J1a,J1a-15
3079,example,Un corazón siente a otro corazón,J,J1,J1a,J1a-15
3080,example,Good words break no bones,J,J1,J1a,J1a-17
3081,example,Güte bricht einem kein Bein,J,J1,J1a,J1a-17
3082,example,A soft answer turneth away wrath,J,J1,J1a,J1a-20
3083,example,Douce parole rompt grand' ire,J,J1,J1a,J1a-20
3084,example,A soft answer turns away wrath,J,J1,J1a,J1a-21
3085,example,A soft tongue may break down solid bone,J,J1,J1a,J1a-22
3086,example,Sanftmut macht alles gut,J,J1,J1a,J1a-22
3087,example,Proverbs are the wisdom of the streets,J,J1,J1a,J1a-26
3088,example,"Time passes, sayings endure",J,J1,J1a,J1a-26
3089,example,Ein Sprichwort -- ein Wahrwort,J,J1,J1a,J1a-26
3090,example,Proverbe ne peut mentir,J,J1,J1a,J1a-26
3091,example,Przyslowia sa madroscia narodów (Polish),J,J1,J1a,J1a-26
3092,example,A word spoken is an arrow let fly,J,J1,J1a,J1a-29
3093,example,Ein geschprochenes Wort ist nicht wieder einzufangen,J,J1,J1a,J1a-29
3094,example,"Palabra de boca, piedra de honda",J,J1,J1a,J1a-29
3095,example,Words cut more than swords,J,J1,J1a,J1a-31
3096,example,Evil words cut worse than swords,J,J1,J1a,J1a-32
3097,example,Wörter schneiden schärfer als Schwerter,J,J1,J1a,J1a-32
3098,example,"Sanan cuchilladas, màs no malas palabras",J,J1,J1a,J1a-32
3099,example,"Words may pass, but blows fall heavy",J,J1,J1a,J1a-33
3100,example,Few words are best,J,J1,J1b,J1b-10
3101,example,"Truth gives a short answer, lies go round about",J,J1,J1b,J1b-13
3102,example,"Wahrheit gibt kurzen Bescheid, Lüge macht viel Redens",J,J1,J1b,J1b-13
3103,example,A vrai dire peu de paroles,J,J1,J1b,J1b-13
3104,example,Truth needs no colours,J,J1,J1b,J1b-13b
3105,example,Nothing is beautiful but truth,J,J1,J1b,J1b-13b
3106,example,Le vrai seul est aimable,J,J1,J1b,J1b-13b
3107,example,Nel vero è il bello,J,J1,J1b,J1b-13b
3108,example,El lenguaje de la verdad es sencillo,J,J1,J1b,J1b-13b
3109,example,Few words are best,J,J1,J1b,J1b-14
3110,example,Brevity is the soul of wit,J,J1,J1b,J1b-14
3111,example,Brevis oratio penetrat caelos (Latin),J,J1,J1b,J1b-14
3112,example,"Be swift to hear, slow to speak",J,J1,J1b,J1b-20
3113,example,He that talks much errs much,J,J1,J1b,J1b-21
3114,example,Die viel Sprechen hat viel Gebrechen,J,J1,J1b,J1b-21
3115,example,In multiloquio non deerit peccatum (Latin),J,J1,J1b,J1b-21
3116,example,"Chi molto parla, spesso falla",J,J1,J1b,J1b-21
3117,example,"Act quickly, think slowly",J,J1,J1b,J1b-22
3118,example,First think and then speak,J,J1,J1b,J1b-22
3119,example,"Überleg erst, dann sprich",J,J1,J1b,J1b-22
3120,example,Il faut tourner dix fois sa langue dan la bouche avant de parler,J,J1,J1b,J1b-22
3121,example,"He that knows not to hold his tongue, knows not how to talk",J,J1,J1b,J1b-24
3122,example,"Il est aisé de parler, mais malaisé de se taire",J,J1,J1b,J1b-24
3123,example,"Assai sa, chi tacer sa",J,J1,J1b,J1b-24
3124,example,There is a time to speak and a time to be silent,J,J1,J1b,J1b-26
3125,example,"Il y a un temps pour parler, et un temps pour se taire",J,J1,J1b,J1b-26
3126,example,All that is known is not told trl.Egyptian,J,J1,J1c,J1c-10
3127,example,All that is known is not told,J,J1,J1c,J1c-10
3128,example,The heart of a fool is in his mouth,J,J1,J1c,J1c-15
3129,example,Narren bedürfen der Schellen nicht,J,J1,J1c,J1c-15
3130,example,Non opus est stulti caput exornare cucullo (Latin),J,J1,J1c,J1c-15
3131,example,I pazzi si conoscono ai gesti,J,J1,J1c,J1c-15
3132,example,A fool's tongue runs before his wit,J,J1,J1c,J1c-16
3133,example,Reden bringt öfter Schaden als Schweigen,J,J1,J1c,J1c-16
3134,example,Ex lingua stulta veniunt incommoda multa (Latin),J,J1,J1c,J1c-16
3135,example,A fool when he is silent is counted wise,J,J1,J1c,J1c-19
3136,example,"Solange ein Narr schweigt, hält man ihn für klug",J,J1,J1c,J1c-19
3137,example,"Si tacuisses, philosophus mansisses (Latin)",J,J1,J1c,J1c-19
3138,example,Empty barrels make the most noise,J,J1,J1c,J1c-22
3139,example,Vasa inania multum strepunt (Latin),J,J1,J1c,J1c-22
3140,example,The worst wheel always creaks most,J,J1,J1c,J1c-23
3141,example,Das schlechteste Rad knarrt am meisten,J,J1,J1c,J1c-23
3142,example,A peiore rota semper sunt murmura nota (Latin),J,J1,J1c,J1c-23
3143,example,Never give advice unasked,J,J1,J1c,J1c-24
3144,example,Ici les conseils n'ont point de gages,J,J1,J1c,J1c-24
3145,example,What the heart thinks the tongue speaks,J,J1,J1d,J1d-10
3146,example,"Was einem schmerzt, davon spricht man",J,J1,J1d,J1d-10
3147,example,Ex abundantia cordis os loquitur,J,J1,J1d,J1d-10
3148,example,La boca dice lo que el corazón siente,J,J1,J1d,J1d-10
3149,example,"What the heart thinks, the mouth speaks",J,J1,J1d,J1d-16
3150,example,A dumb man never gets land,J,J1,J1d,J1d-20
3151,example,Einen schweigenden Maul ist nicht zu helfen,J,J1,J1d,J1d-20
3152,example,"Chi non parla, Dio non l'ode",J,J1,J1d,J1d-20
3153,example,"Hide nothing from thy minister, physician and laywer",J,J1,J1d,J1d-22
3154,example,Ärzten und Advokaten darf man nichts verschweigen,J,J1,J1d,J1d-22
3155,example,All truth must not be told at all times,J,J1,J1d,J1d-28
3156,example,He that tells a secret is another's servant,J,J1,J1d,J1d-29
3157,example,"Quod esse tacitum vis, id nulli dixeris (Latin)",J,J1,J1d,J1d-29
3158,example,Speech has been given to man so that he may disguise his thoughts,J,J1,J1d,J1d-30
3159,example,Sermo hominum mores et celat et indicat idem (Latin),J,J1,J1d,J1d-30
3160,example,Ils n'emploient les paroles que pour déguiser leurs pensées,J,J1,J1d,J1d-30
3161,example,What is in the pot will come out in the ladle trl. Persian,J,J1,J1d,J1d-32
3162,example,What is in the pot will come out in the ladle,J,J1,J1d,J1d-32
